code;control_digit;name_de;name_en
15241700;6;Fischstäbchen;Fish fingers
15241800;7;Zubereitungen aus paniertem Fisch;Coated fish preparations
15242000;6;Fischfertiggerichte;Prepared fish dishes
15243000;3;Fischzubereitungen;Preparations of fish
15244000;0;Kaviar und Fischeier;Caviar and fish eggs
15244100;1;Kaviar;Caviar
15244200;2;Fischeier;Fish eggs
15250000;5;Meeresfrüchte;Seafood
15251000;2;Tiefgekühlte Krebstiere;Frozen crustaceans
15252000;9;Zubereitete Krebstiere oder Krebstierkonserven;Prepared or preserved crustaceans
15253000;6;Weichtiererzeugnisse;Shellfish products
15300000;1;Obst, Gemüse und zugehörige Erzeugnisse;Fruit, vegetables and related products
15310000;4;Kartoffeln und Kartoffelerzeugnisse/Erdäpfel und Erdäpfelerzeugnisse;Potatoes and potato products
15311000;1;Tiefgekühlte Kartoffeln/Erdäpfel;Frozen potatoes
15311100;2;Kartoffelscheiben/Erdäpfelscheiben oder Pommes frites;Chips or french fries
15311200;3;In Würfel oder Scheiben geschnittene Kartoffeln/Erdäpfel und andere tiefgekühlte Kartoffeln/Erdäpfel;Diced, sliced and other frozen potatoes
15312000;8;Kartoffelerzeugnisse/Erdäpfelerzeugnisse;Potato products
15312100;9;Instant-Kartoffelbrei/Instant-Erdäpfelbrei;Instant mashed potatoes
15312200;0;Teilfrittierte Kartoffelscheiben/Erdäpfelscheiben;Part-fried potato chips
15312300;1;Kartoffelchips/Erdäpfelchips;Potato crisps
15312310;4;Kartoffelchips/Erdäpfelchips in verschiedenen Geschmacksrichtungen;Flavoured potato crisps
15312400;2;Kartoffelsnacks/Erdäpfelsnacks;Potato snacks
15312500;3;Kartoffelkroketten/Erdäpfelkroketten;Potato croquettes
15313000;5;Verarbeitete Kartoffeln/Erdäpfel;Processed potatoes
15320000;7;Frucht- und Gemüsesäfte;Fruit and vegetable juices
15321000;4;Fruchtsäfte;Fruit juices
15321100;5;Orangensaft;Orange juice
15321200;6;Grapefruitsaft;Grapefruit juice
15321300;7;Zitronensaft;Lemon juice
15321400;8;Ananassaft;Pineapple juice
15321500;9;Traubensaft;Grape juice
15321600;0;Apfelsaft;Apple juice
15321700;1;Mischungen aus nicht aus Konzentrat hergestellten Säften;Mixtures of unconcentrated juices
15321800;2;Aus Konzentrat hergestellte Säfte;Concentrated juices
15322000;1;Gemüsesäfte;Vegetable juices
15322100;2;Tomatensaft/Paradeisersaft;Tomato juice
15330000;0;Verarbeitetes Obst und Gemüse;Processed fruit and vegetables
15331000;7;Verarbeitetes Gemüse;Processed vegetables
15331100;8;Frisches oder tiefgekühltes Gemüse;Fresh or frozen vegetables
15331110;1;Verarbeitetes Wurzelgemüse;Processed root vegetables
15331120;4;Verarbeitetes Knollengemüse;Processed tuber vegetables
15331130;7;Bohnen, Erbsen, Paprika, Tomaten/Paradeiser und anderes Gemüse;Beans, peas, peppers, tomatoes and other vegetables
15331131;4;Verarbeitete Bohnen;Processed beans
15331132;1;Verarbeitete Erbsen;Processed peas
15331133;8;Halbe Erbsen;Split peas
15331134;5;Verarbeitete Tomaten/Paradeiser;Processed tomatoes
15331135;2;Verarbeitete Pilze;Processed mushrooms
15331136;9;Verarbeitete Paprika;Processed peppers
15331137;6;Sojasprossen;Soybean sprouts
15331138;3;Trüffeln;Truffles
15331140;0;Blatt- und Kohlgemüse;Leaf and cabbage vegetables
15331142;4;Verarbeiteter Kohl;Processed cabbage
15331150;3;Verarbeitete Hülsenfrüchte;Processed pulses
15331170;9;Tiefgekühltes Gemüse;Frozen vegetables
15331400;1;Gemüsekonserven und/oder Dosengemüse;Preserved and/or canned vegetables
15331410;4;Bohnen in Tomatensoße/Paradeisersoße;Beans in tomato sauce
15331411;1;Gebackene Bohnen in Tomatensoße/Paradeisersoße;Baked beans
15331420;7;Tomatenkonserven/Paradeiserkonserven;Preserved tomatoes
15331423;8;Dosentomaten/Dosenparadeiser;Canned tomatoes
15331425;2;Tomatenmark/Paradeisermark;Tomato purée
15331427;6;Konzentriertes Tomatenmark/Paradeisermark;Concentrated tomato purée
15331428;3;Tomatensoße/Paradeisersoße;Tomato sauce
15331430;0;Dosenpilze;Canned mushrooms
15331450;6;Verarbeitete Oliven;Processed olives
15331460;9;Gemüsekonserven;Canned vegetables
15331461;6;Sauerkraut in Dosen;Canned sauerkraut
15331462;3;Erbsen in Dosen;Canned peas
15331463;0;Ausgelöste Bohnen in Dosen;Canned shelled beans
15331464;7;Ganze Bohnen in Dosen;Canned whole beans
15331465;4;Spargel in Dosen;Canned asparagus
15331466;1;Oliven in Dosen;Canned olives
15331470;2;Zuckermais;Sweet corn
15331480;5;Vorläufig haltbar gemachtes Gemüse;Provisionally preserved vegetables
15331500;2;In Essig konserviertes Gemüse;Vegetables preserved in vinegar
15332000;4;Verarbeitungserzeugnisse aus Obst und Nüssen;Processed fruit and nuts
15332100;5;Verarbeitetes Obst;Processed fruit
15332140;7;Verarbeitete Äpfel;Processed apples
15332150;0;Verarbeitete Birnen;Processed pears
15332160;3;Verarbeitete Bananen;Processed bananas
15332170;6;Rhabarber;Rhubarb
15332180;9;Melonen;Melons
15332200;6;"Konfitüren und Marmeladen; Fruchtgelees; Frucht- oder Nussmuse und -pasten";"Jams and marmalades; fruit jellies; fruit or nut purée and pastes"
15332230;5;Marmeladen;Marmalades
15332231;2;Orangenmarmelade;Orange marmalade
15332232;9;Zitronenmarmelade;Lemon marmalade
15332240;8;Fruchtgelees;Fruit jellies
15332250;1;Fruchtpasten;Fruit pastes
15332260;4;Nusspasten;Nut pastes
15332261;1;Erdnussbutter;Peanut butter
15332270;7;Fruchtmuse;Fruit purées
15332290;3;Konfitüren;Jams
15332291;0;Aprikosenkonfitüre/Marillenkonfitüre;Apricot jam
15332292;7;Brombeerkonfitüre;Blackberry jam
15332293;4;Schwarze Johannisbeerkonfitüre;Blackcurrant jam
15332294;1;Kirschkonfitüre;Cherry jam
15332295;8;Himbeerkonfitüre;Raspberry jam
15332296;5;Erdbeerkonfitüre;Strawberry jam
15332300;7;Verarbeitete Nüsse;Processed nuts
15332310;0;Geröstete oder gesalzene Nüsse;Roasted or salted nuts
15332400;8;Obstkonserven;Preserved fruits
15332410;1;Trockenobst;Dried fruit
15332411;8;Verarbeitete Korinthen;Processed currants
15332412;5;Verarbeitete Rosinen;Processed raisins
15332419;4;Sultaninen;Sultanas
15333000;1;Pflanzliche Nebenerzeugnisse;Vegetable by-products
15400000;2;Tierische oder pflanzliche Öle und Fette;Animal or vegetable oils and fats
15410000;5;Rohe tierische oder pflanzliche Öle und Fette;Crude animal or vegetable oils and fats
15411000;2;Tierische oder pflanzliche Öle;Animal or vegetable oils
15411100;3;Pflanzenöle;Vegetable oils
15411110;6;Olivenöl;Olive oil
15411120;9;Sesamöl;Sesame oil
15411130;2;Erdnussöl;Groundnut oil
15411140;5;Kokosöl;Coconut oil
15411200;4;Kochfett;Cooking oil
15411210;7;Frittierfett;Frying oil
15412000;9;Fette;Fats
15412100;0;Tierfette;Animal fats
15412200;1;Pflanzenfette;Vegetable fats
15413000;6;Feste Rückstände von pflanzlichen Fetten oder Ölen;Solid residues of vegetable fats or oils
15413100;7;Ölkuchen;Oilcake
15420000;8;Raffinierte Öle und Fette;Refined oils and fats
15421000;5;Raffinierte Öle;Refined oils
15422000;2;Raffinierte Fette;Refined fats
15423000;9;Gehärtete oder veresterte Öle und Fette;Hydrogenated or esterified oils or fats
15424000;6;Pflanzliche Wachse;Vegetable waxes
15430000;1;Speisefette;Edible fats
15431000;8;Margarine und ähnliche Zubereitungen;Margarine and similar preparations
15431100;9;Margarine;Margarine
15431110;2;Flüssige Margarine;Liquid margarine
15431200;0;Fettreduzierte oder fettarme Aufstriche;Reduced or low-fat spreads
15500000;3;Molkereierzeugnisse;Dairy products
15510000;6;Milch und Rahm;Milk and cream
15511000;3;Milch;Milk
15511100;4;Pasteurisierte Milch;Pasteurised milk
15511200;5;Sterilisierte Milch;Sterilised milk
15511210;8;UHT-Milch;UHT milk
15511300;6;Magermilch;Skimmed milk
15511400;7;Teilentrahmte Milch;Semi-skimmed milk
15511500;8;Vollmilch;Full-cream milk
15511600;9;Kondensmilch;Condensed milk
15511700;0;Milchpulver;Milk powder
15512000;0;Rahm;Cream
15512100;1;Rahm mit niedrigem Fettgehalt;Single cream
15512200;2;Rahm mit hohem Fettgehalt;Double cream
15512300;3;Streichfähiger Rahm;Clotted cream
15512900;9;Schlagrahm;Whipping cream
15530000;2;Butter;Butter
15540000;5;Käse;Cheese products
15541000;2;Tafelkäse;Table cheese
15542000;9;Frischkäse;Fresh cheese
15542100;0;Hüttenkäse;Cottage cheese
15542200;1;Weichkäse;Soft cheese
15542300;2;Feta;Feta cheese
15543000;6;Käse, gerieben oder in Pulverform, Schimmelkäse und anderer Käse;Grated, powdered, blue-veined and other cheese
15543100;7;Blauschimmelkäse;Blue cheese
15543200;8;Cheddar;Cheddar cheese
15543300;9;Geriebener Käse;Grated cheese
15543400;0;Parmesankäse;Parmesan cheese
15544000;3;Hartkäse;Hard cheese
15545000;0;Streichkäse;Cheese spreads
15550000;8;Verschiedene Molkereierzeugnisse;Assorted dairy products
15551000;5;Joghurt und andere fermentierte Milcherzeugnisse;Yoghurt and other fermented milk products
15551300;8;Joghurt;Yoghurt
15551310;1;Naturjoghurt;Unflavoured yoghurt
15551320;4;Joghurt mit Geschmack;Flavoured yoghurt
15551500;0;Buttermilch;Buttermilk
15552000;2;Kasein;Casein
15553000;9;Laktose oder Laktosesirup;Lactose or lactose syrup
15554000;6;Molke;Whey
15555000;3;Speiseeis und ähnliche Erzeugnisse;Ice cream and similar products
15555100;4;Speiseeis;Ice cream
15555200;5;Sorbet;Sorbet
15600000;4;Mahl- und Schälmühlenerzeugnisse, Stärken und Stärkeerzeugnisse;Grain mill products, starches and starch products
15610000;7;Mahl- und Schälmühlenerzeugnisse;Grain mill products
15611000;4;Geschälter Reis;Husked rice
15612000;1;Getreidemehl oder pflanzliches Mehl und zugehörige Erzeugnisse;Cereal or vegetable flour and related products
15612100;2;Weizenmehl;Wheat flour
15612110;5;Vollkornmehl;Wholemeal flour
15612120;8;Mehl für die Brotherstellung;Breadmaking flour
15612130;1;Mehl ohne Hefe;Plain flour
15612150;7;Mehl für Backwaren;Pastry flour
15612190;9;Backfertiges Mehl;Self-raising flour
15612200;3;Getreidemehl;Cereal flour
15612210;6;Maismehl;Corn flour
15612220;9;Reismehl;Rice flour
15612300;4;Pflanzliches Mehl und Futtermehl;Vegetable flour and meal
15612400;5;Mischungen zur Herstellung von Backwaren;Mixes for the preparation of baker's wares
15612410;8;Kuchenmischungen;Cake mixes
15612420;1;Backmischungen;Baking mixes
15612500;6;Backwaren;Bakery products
15613000;8;Getreidekornerzeugnisse;Cereal grain products
15613100;9;Hafergrütze;Ground oats
15613300;1;Nahrungsmittel aus Getreide;Cereal products
15613310;4;Zubereitete Frühstückszerealien;Prepared breakfast cereals
15613311;1;Maisflocken;Cornflakes
15613313;5;Müsli oder Ersatz;Muesli or equivalent
15613319;7;Puffweizen;Puffed wheat
15613380;5;Haferflocken;Rolled oats
15614000;5;Verarbeiteter Reis;Processed rice
15614100;6;Langkornreis;Long-grain rice
15614200;7;Geschliffener Reis;Milled rice
15614300;8;Bruchreis;Broken rice
15615000;2;Kleie;Bran
15620000;0;Stärken und Stärkeerzeugnisse;Starches and starch products
15621000;7;Maisöl;Corn oil
15622000;4;"Glukose und Glukoseerzeugnisse; Fruktose und Fruktoseerzeugnisse";"Glucose and glucose products; fructose and fructose products"
15622100;5;Glukose und Glukoseerzeugnisse;Glucose and glucose products
15622110;8;Glukose;Glucose
15622120;1;Glukosesirup;Glucose syrup
15622300;7;Fruktose und Fruktoseerzeugnisse;Fructose and fructose products
15622310;0;Fruktose;Fructose
15622320;3;Fruktosezubereitungen;Fructose preparations
15622321;0;Fruktoselösungen;Fructose solutions
15622322;7;Fruktosesirup;Fructose syrup
15623000;1;Stärke;Starches
15624000;8;Tapiokasago;Tapioca
15625000;5;Grieß;Semolina
15626000;2;Puddingpulver;Custard powder
15700000;5;Tierfuttermittel;Animal feedstuffs
15710000;8;Zubereitete Futtermittel für Nutztiere und andere Tiere;Prepared animal feeds for farm and other animals
15711000;5;Fischfutter;Fish food
15712000;2;Futtermittel, trocken;Dry fodder
15713000;9;Haustierfutter;Pet food
15800000;6;Diverse Nahrungsmittel;Miscellaneous food products
15810000;9;Brotwaren, zubereitete Brotwaren und Gebäck;Bread products, fresh pastry goods and cakes
15811000;6;Brotwaren;Bread products
15811100;7;Brot;Bread
15811200;8;Brötchen;Rolls
15811300;9;Croissants;Croissants
15811400;0;Fladen;Crumpets
15811500;1;Zubereitete Brotwaren;Prepared bread products
15811510;4;Sandwiches;Sandwiches
15811511;1;Zubereitete Sandwiches;Prepared sandwiches
15812000;3;Gebäck und Kuchen;Pastry goods and cakes
15812100;4;Konditorwaren;Pastry goods
15812120;0;Obst- und Gemüsekuchen;Pies
15812121;7;Gemüsekuchen;Savoury pies
15812122;4;Obstkuchen;Sweet pies
15812200;5;Kuchen;Cakes
15813000;0;Kleingebäck;Morning goods
15820000;2;"Zwieback und Kekse; haltbares Gebäck und Kuchen";"Rusks and biscuits; preserved pastry goods and cakes"
15821000;9;Geröstete Brot- und Backwaren;Toasted bread products and pastry goods
15821100;0;Geröstete Brotwaren;Toasted bread products
15821110;3;Geröstetes Brot;Toasted bread
15821130;9;Knäckebrot;Crispbread
15821150;5;Zwieback;Rusks
15821200;1;Süßes Gebäck;Sweet biscuits
15830000;5;Zucker und zugehörige Erzeugnisse;Sugar and related products
15831000;2;Zucker;Sugar
15831200;4;Weißzucker;White sugar
15831300;5;Ahornzucker und Ahornsirup;Maple sugar and maple syrup
15831400;6;Melasse;Molasses
15831500;7;Zuckersirup;Sugar syrups
15831600;8;Honig;Honey
15832000;9;Abfälle aus der Zuckergewinnung;Sugar-manufacture waste
15833000;6;Zuckererzeugnisse;Sugar products
15833100;7;Nachspeisen;Desserts
15833110;0;Tortenböden;Flans
15840000;8;"Kakao; Schokolade und Süßwaren";"Cocoa; chocolate and sugar confectionery"
15841000;5;Kakao;Cocoa
15841100;6;Kakaomasse;Cocoa paste
15841200;7;Kakaobutter, Kakaofett oder Kakaoöl;Cocoa butter, fat or oil
15841300;8;Ungesüßtes Kakaopulver;Unsweetened cocoa powder
15841400;9;Gesüßtes Kakaopulver;Sweetened cocoa powder
15842000;2;Schokolade und Süßwaren;Chocolate and sugar confectionery
15842100;3;Schokolade;Chocolate
15842200;4;Schokoladenerzeugnisse;Chocolate products
15842210;7;Trinkschokolade;Drinking chocolate
15842220;0;Schokoladenriegel;Chocolate bars
15842300;5;Süßwaren;Confectionery
15842310;8;Bonbons;Boiled sweets
15842320;1;Nougat;Nougat
15842400;6;Früchte, Nüsse oder Fruchtschalen, mit Zucker haltbar gemacht;Fruit, nuts or fruit peel preserved by sugar
15850000;1;Teigwaren;Pasta products
15851000;8;Mehlwaren;Farinaceous products
15851100;9;Ungekochte Teigwaren;Uncooked pasta
15851200;0;Zubereitete Teigwaren und Couscous;Prepared pasta and couscous
15851210;3;Zubereitete Teigwaren;Prepared pasta
15851220;6;Gefüllte Teigwaren;Stuffed pasta
15851230;9;Lasagne;Lasagne
15851250;5;Couscous;Couscous
15851290;7;Teigwarenkonserven;Canned pasta
15860000;4;Kaffee, Tee und zugehörige Produkte;Coffee, tea and related products
15861000;1;Kaffee;Coffee
15861100;2;Gerösteter Kaffee;Roasted coffee
15861200;3;Entkoffeinierter Kaffee;Decaffeinated coffee
15862000;8;Kaffee-Ersatz;Coffee substitutes
15863000;5;Tee;Tea
15863100;6;Grüner Tee;Green tea
15863200;7;Schwarzer Tee;Black tea
15864000;2;Zubereitungen aus Tee oder Mate;Preparations of tea or maté
15864100;3;Teebeutel;Teabags
15865000;9;Kräutertees;Herbal infusions
15870000;7;Würzmittel;Condiments and seasonings
15871000;4;"Essig; Soßen; Gewürzmischungen; Senfmehl; zubereiteter Senf";"Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard"
15871100;5;Essig und Essigersatz;Vinegar and vinegar substitutes
15871110;8;Essig oder Ersatz;Vinegar or equivalent
15871200;6;Soßen und Gewürzmischungen;Sauces, mixed condiments and mixed seasonings
15871210;9;Sojasoße;Soya sauce
15871230;5;Tomatenketchup/Paradeiserketchup;Tomato ketchup
15871250;1;Senf;Mustard
15871260;4;Soßen;Sauces
15871270;7;Gewürzmischungen;Mixed condiments
15871273;8;Mayonnaise;Mayonnaise
15871274;5;Brotaufstriche;Sandwich spreads
15871279;0;Chutney;Chutney
15872000;1;Kräuter und Gewürze;Herbs and spices
15872100;2;Pfeffer;Pepper
15872200;3;Gewürze;Spices
15872300;4;Kräuter;Herbs
15872400;5;Salz;Salt
15872500;6;Ingwer;Ginger
15880000;0;Besondere Nahrungsmittel;Special nutritional products
15881000;7;Homogenisierte Lebensmittelzubereitungen;Homogenised food preparations
15882000;4;Diätetische Erzeugnisse;Dietetic products
15884000;8;Säuglingsnahrung;Baby food
15890000;3;Verschiedene Lebensmittel und Trockenerzeugnisse;Miscellaneous food products and dried goods
15891000;0;Suppen und Brühen;Soups and broths
15891100;1;Fleischsuppen;Meat soups
15891200;2;Fischsuppen;Fish soups
15891300;3;Gemischte Suppen;Mixed soups
15891400;4;Suppen;Soups
15891410;7;Suppenmischungen;Soup mixes
15891500;5;Brühen;Broths
15891600;6;Fonds;Stocks
15891610;9;Brühenmischungen;Mixes for stocks
15891900;9;Gemüsesuppen;Vegetable soups
15892000;7;Pflanzensäfte und -extrakte, peptische Stoffe und Verdickungsmittel;Vegetable saps, extracts, peptic substances and thickeners
15892100;8;Pflanzensäfte;Vegetable saps
15892200;9;Pflanzenextrakte;Vegetable extracts
15892400;1;Verdickungsmittel;Thickeners
15893000;4;Trockenerzeugnisse;Dry goods
15893100;5;Lebensmittelmischungen;Food mixes
15893200;6;Nachspeisenmischungen;Dessert mixes
15893300;7;Soßenmischungen;Gravy mixes
15894000;1;Verarbeitete Lebensmittel;Processed food products
15894100;2;Vegetarische Mahlzeiten;Vegan packs
15894200;3;Fertigmahlzeiten;Prepared meals
15894210;6;Schulmahlzeiten;School meals
15894220;9;Krankenhausmahlzeiten;Hospital meals
15894300;4;Zubereitete Mahlzeiten;Prepared dishes
15894400;5;Imbisse;Snacks
15894500;6;Lebensmittel für Verkaufsautomaten;Vending-machine ingredients
15894600;7;Sandwichbeläge;Sandwich fillings
15894700;8;Feinkost;Delicatessen
15895000;8;Schnellimbisserzeugnisse;Fast-food products
15895100;9;Hamburger;Hamburgers
15896000;5;Tiefkühlprodukte;Deep-frozen products
15897000;2;Nahrungsmittelkonserven und Feldverpflegung;Canned goods and field rations
15897100;3;Feldverpflegung;Field rations
15897200;4;Nahrungsmittelkonserven;Canned goods
15897300;5;Lebensmittelpakete;Food parcels
15898000;9;Hefe;Yeast
15899000;6;Backpulver;Baking powder
15900000;7;Getränke, Tabak und zugehörige Erzeugnisse;Beverages, tobacco and related products
15910000;0;Destillierte alkoholische Getränke;Distilled alcoholic beverages
15911000;7;Alkoholische Getränke;Spirituous beverages
15911100;8;Spirituosen;Spirits
15911200;9;Liköre;Liqueurs
15930000;6;Weine;Wines
15931000;3;Nicht aromatisierte Weine;Unflavoured wines
15931100;4;Schaumwein;Sparkling wine
15931200;5;Tafelwein;Table wine
15931300;6;Portwein;Port
15931400;7;Madeirawein;Madeira
15931500;8;Traubenmost;Grape must
15931600;9;Sherrywein;Sherry
15932000;0;Weintrub;Wine lees
15940000;9;Apfelwein und andere Obstweine;Cider and other fruit wines
15941000;6;Apfelwein;Cider
15942000;3;Obstweine;Fruit wines
15950000;2;Gegorene Getränke, nicht destilliert;Non-distilled fermented beverages
15951000;9;Wermutwein;Vermouth
15960000;5;Malzbier;Malt beer
15961000;2;Bier;Beer
15961100;3;Lagerbier;Lager
15962000;9;Treber und Schlempen;Brewing or distilling dregs
15980000;1;Alkoholfreie Getränke;Non-alcoholic beverages
15981000;8;Mineralwasser;Mineral water
15981100;9;Stilles Mineralwasser;Still mineral water
15981200;0;Kohlensäurehaltiges Mineralwasser;Sparkling mineral water
15981300;1;Wasser in fester Form;Water in solid form
15981310;4;Eis;Ice
15981320;7;Schnee;Snow
15981400;2;Aromatisiertes Mineralwasser;Flavoured mineral waters
